id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
178,2018-11-01,,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
179,2015-01-01,,One year,Yes,Credit card (automatic),20.55,1252.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
180,2019-12-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),29.95,29.95,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,1
181,2020-01-01,,Month-to-month,No,Mailed check,45.3,45.3,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
182,2019-02-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,1
183,2017-05-01,,One year,No,Credit card (automatic),74.75,2453.3,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
184,2018-09-01,2019-10-01,Month-to-month,Yes,Electronic check,79.25,1111.65,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,No,No,1
185,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,24.8,24.8,DSL,No,No,No,No,No,No,Female,0,Yes,No,No,1
186,2018-06-01,,Month-to-month,Yes,Mailed check,51.8,1023.85,DSL,No,Yes,No,No,No,No,Male,0,No,No,No,0
187,2019-11-01,,Month-to-month,No,Electronic check,30.4,82.15,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
188,2019-01-01,,One year,No,Electronic check,19.65,244.8,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
189,2016-10-01,,Month-to-month,No,Credit card (automatic),56.6,2379.1,DSL,No,Yes,No,No,No,No,Female,0,Yes,No,Yes,0
190,2016-07-01,,One year,Yes,Credit card (automatic),71.9,3173.35,DSL,Yes,No,No,Yes,No,Yes,Male,0,Yes,Yes,Yes,0
191,2019-07-01,2020-01-01,Month-to-month,Yes,Electronic check,91.0,531.0,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,Yes,No,No,1
192,2014-05-01,,Two year,No,Bank transfer (automatic),19.75,1375.4,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
193,2014-02-01,,Two year,No,Credit card (automatic),109.7,8129.3,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
194,2015-03-01,,Two year,No,Credit card (automatic),19.3,1192.7,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
195,2018-06-01,,Month-to-month,Yes,Electronic check,96.55,1901.65,Fiber optic,Yes,Yes,No,Yes,Yes,No,Female,0,Yes,No,No,0
196,2018-02-01,,Two year,Yes,Bank transfer (automatic),24.1,587.4,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
197,2015-03-01,,Month-to-month,Yes,Electronic check,111.35,6519.75,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
198,2014-02-01,,Two year,Yes,Bank transfer (automatic),112.25,8041.65,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
199,2020-01-01,,Month-to-month,No,Mailed check,20.75,20.75,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
200,2017-11-01,,One year,Yes,Credit card (automatic),101.9,2681.15,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,No,No,0
201,2018-12-01,,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,Fiber optic,No,Yes,No,Yes,No,No,Female,0,No,No,No,0
202,2014-03-01,,Two year,No,Electronic check,105.55,7405.5,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
203,2019-01-01,,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,Fiber optic,No,No,No,No,Yes,No,Male,0,No,Yes,No,0
204,2016-06-01,,Month-to-month,No,Credit card (automatic),68.85,2958.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
205,2017-05-01,,One year,Yes,Bank transfer (automatic),79.95,2684.85,Fiber optic,No,Yes,No,Yes,No,No,Female,0,No,No,No,0
206,2014-02-01,,Two year,Yes,Credit card (automatic),55.45,4179.2,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,No,0
207,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,79.9,79.9,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,1
208,2018-06-01,2020-01-01,Month-to-month,Yes,Electronic check,106.6,1934.45,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,1
209,2014-10-01,,One year,Yes,Credit card (automatic),102.45,6654.1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
210,2019-10-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),46.0,84.5,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
211,2020-01-01,,Month-to-month,No,Electronic check,25.25,25.25,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
212,2015-01-01,,Two year,No,Mailed check,19.75,1124.2,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
213,2017-09-01,,One year,No,Electronic check,20.0,540.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
214,2018-03-01,,Month-to-month,No,Electronic check,86.8,1975.85,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,Yes,0
215,2015-05-01,,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,DSL,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,No,0
216,2014-02-01,,Two year,No,Credit card (automatic),45.25,3139.8,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,No,0
217,2014-08-01,,Two year,Yes,Bank transfer (automatic),56.6,3789.2,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,No,0
218,2014-09-01,,Two year,Yes,Bank transfer (automatic),84.2,5324.5,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
219,2019-06-01,,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,0
220,2019-09-01,2020-01-01,Month-to-month,Yes,Electronic check,70.15,268.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
221,2014-03-01,,Two year,No,Bank transfer (automatic),24.75,1836.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
222,2020-01-01,,One year,Yes,Electronic check,20.2,20.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
223,2019-07-01,2019-11-01,Month-to-month,No,Mailed check,50.05,179.35,DSL,No,No,No,Yes,No,No,Male,0,Yes,No,No,1
224,2019-02-01,,One year,Yes,Bank transfer (automatic),19.35,219.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
225,2018-02-01,,One year,Yes,Mailed check,50.6,1288.75,DSL,Yes,No,No,No,Yes,Yes,Male,0,No,No,No,0
226,2017-07-01,,One year,Yes,Mailed check,81.15,2545.75,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
227,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,55.2,55.2,DSL,No,No,No,No,Yes,No,Female,0,Yes,No,No,1
228,2017-08-01,,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,Fiber optic,No,No,No,Yes,No,Yes,Male,0,No,No,Yes,0
229,2016-03-01,,Two year,Yes,Credit card (automatic),85.3,4107.25,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
230,2015-08-01,,Two year,Yes,Credit card (automatic),108.0,5760.65,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,0
231,2015-12-01,,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,Fiber optic,Yes,Yes,No,Yes,No,Yes,Male,0,No,No,No,0
232,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,84.6,84.6,Fiber optic,Yes,No,No,No,No,Yes,Male,0,No,No,No,1
233,2014-02-01,,Two year,No,Credit card (automatic),20.25,1566.9,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
234,2017-09-01,,Month-to-month,No,Electronic check,25.15,702.0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
235,2019-10-01,2019-12-01,Month-to-month,Yes,Mailed check,54.4,114.1,DSL,No,Yes,No,No,No,No,Male,0,No,No,Yes,1
236,2019-04-01,,Two year,Yes,Mailed check,29.6,299.05,DSL,No,No,No,Yes,No,No,Female,0,No,No,No,0
237,2018-08-01,,Month-to-month,Yes,Electronic check,73.15,1305.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,0
238,2018-12-01,2019-11-01,Month-to-month,Yes,Electronic check,95.0,1120.3,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,No,No,No,1
239,2018-10-01,,Two year,No,Mailed check,19.75,284.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
240,2014-02-01,,Two year,No,Bank transfer (automatic),86.6,6350.5,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
241,2014-02-01,,Two year,No,Bank transfer (automatic),109.2,7878.3,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
242,2016-09-01,,One year,Yes,Credit card (automatic),74.7,3187.65,DSL,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
243,2014-09-01,,Month-to-month,No,Electronic check,94.4,6126.15,Fiber optic,Yes,Yes,Yes,No,No,Yes,Female,1,Yes,No,No,0
244,2019-01-01,,Month-to-month,Yes,Electronic check,54.8,731.3,DSL,No,Yes,Yes,No,No,No,Female,1,No,No,No,0
245,2019-10-01,,Month-to-month,No,Electronic check,75.35,273.4,Fiber optic,Yes,No,No,No,No,No,Male,1,No,No,No,0
246,2016-09-01,,One year,No,Mailed check,65.0,2531.8,DSL,No,No,Yes,No,No,Yes,Male,0,No,No,Yes,0
247,2018-10-01,2020-01-01,Month-to-month,Yes,Electronic check,74.4,1074.3,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,No,1
248,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,48.55,48.55,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,1
249,2016-08-01,,One year,Yes,Electronic check,99.0,4298.45,Fiber optic,Yes,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,0
250,2015-11-01,,One year,Yes,Electronic check,93.5,4619.55,Fiber optic,Yes,Yes,Yes,No,Yes,No,Female,0,Yes,No,No,0
251,2019-09-01,2019-11-01,Month-to-month,No,Electronic check,70.4,147.15,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
252,2019-11-01,2019-12-01,Month-to-month,No,Electronic check,40.2,40.2,DSL,No,Yes,No,No,Yes,No,Male,1,Yes,No,No,1
253,2017-06-01,,One year,No,Credit card (automatic),83.7,2633.3,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,Yes,Yes,0
254,2019-04-01,,Month-to-month,Yes,Mailed check,19.85,193.05,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
255,2014-07-01,,Two year,Yes,Electronic check,59.55,4103.9,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
256,2015-01-01,,Two year,No,Credit card (automatic),115.1,7008.15,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
257,2015-12-01,,One year,No,Credit card (automatic),114.35,5791.1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
258,2019-08-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),44.6,80.55,DSL,No,No,No,No,No,No,Female,0,Yes,No,No,1
259,2017-09-01,,Month-to-month,Yes,Electronic check,45.0,1228.65,DSL,Yes,No,Yes,No,No,Yes,Female,1,Yes,No,No,0
260,2019-08-01,2019-11-01,Month-to-month,Yes,Electronic check,41.15,132.2,DSL,No,No,Yes,No,No,Yes,Male,1,No,No,No,1
261,2018-12-01,2020-01-01,Month-to-month,Yes,Electronic check,106.9,1364.3,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,Yes,1
262,2015-05-01,,Month-to-month,Yes,Electronic check,89.85,4925.35,Fiber optic,No,Yes,No,No,No,Yes,Male,1,Yes,No,Yes,0
263,2017-07-01,,Two year,Yes,Bank transfer (automatic),49.85,1520.1,DSL,Yes,Yes,No,Yes,No,Yes,Female,0,No,No,No,0
264,2016-05-01,,One year,No,Mailed check,113.3,5032.25,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
265,2015-01-01,,Two year,No,Mailed check,88.1,5526.75,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
266,2015-12-01,,Two year,No,Bank transfer (automatic),24.9,1195.25,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
267,2018-07-01,,Month-to-month,Yes,Mailed check,105.0,2007.25,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,1,No,No,No,0
268,2015-02-01,2020-01-01,Two year,No,Mailed check,19.35,1099.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
269,2014-03-01,,Two year,Yes,Credit card (automatic),24.25,1732.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
270,2018-06-01,2019-10-01,Month-to-month,Yes,Electronic check,94.45,1511.2,Fiber optic,No,No,No,Yes,Yes,Yes,Female,1,No,No,No,1
271,2015-05-01,,Two year,Yes,Electronic check,59.75,3450.15,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,No,No,0
272,2019-11-01,2019-12-01,Month-to-month,No,Bank transfer (automatic),24.8,24.8,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
273,2018-06-01,,Month-to-month,No,Electronic check,107.05,2172.05,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,1,Yes,No,Yes,0
274,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,70.6,70.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
276,2019-05-01,2019-10-01,Month-to-month,Yes,Electronic check,85.4,401.1,Fiber optic,No,Yes,No,Yes,No,No,Male,0,Yes,No,Yes,1
277,2015-09-01,2020-01-01,Month-to-month,Yes,Electronic check,105.05,5624.85,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,1
278,2018-05-01,,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,DSL,Yes,Yes,No,No,No,Yes,Male,1,Yes,No,No,0
279,2018-12-01,,Month-to-month,Yes,Electronic check,55.0,771.95,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
280,2019-09-01,,Month-to-month,No,Bank transfer (automatic),50.55,244.75,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,0
281,2019-08-01,,Month-to-month,No,Mailed check,55.15,322.9,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,No,0
282,2019-04-01,,Month-to-month,No,Electronic check,51.2,498.25,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,0
283,2020-01-01,,Month-to-month,No,Mailed check,25.4,25.4,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,Yes,0
284,2014-06-01,,Month-to-month,No,Mailed check,54.45,3687.75,DSL,Yes,No,No,No,No,No,Female,0,No,No,Yes,0
285,2018-06-01,2019-12-01,Month-to-month,No,Mailed check,95.15,1779.95,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,1
286,2018-04-01,,One year,Yes,Credit card (automatic),76.0,1783.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
287,2018-06-01,,Month-to-month,Yes,Electronic check,44.35,927.15,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
288,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,70.0,70.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,1
289,2019-02-01,2019-10-01,Month-to-month,Yes,Electronic check,74.5,606.55,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,No,1
290,2019-03-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),44.85,435.4,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
291,2017-11-01,2019-11-01,Month-to-month,Yes,Electronic check,76.1,1712.7,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,1
292,2017-03-01,,One year,No,Mailed check,61.2,2021.2,DSL,Yes,Yes,Yes,No,No,No,Male,0,No,No,No,0
293,2018-03-01,,One year,No,Mailed check,86.8,1940.8,Fiber optic,No,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,No,0
294,2019-08-01,,Month-to-month,Yes,Electronic check,89.35,567.8,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,No,0
295,2019-02-01,,Month-to-month,No,Mailed check,19.7,220.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
296,2020-01-01,,Month-to-month,No,Mailed check,20.25,20.25,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
297,2014-03-01,,Two year,No,Electronic check,76.05,5436.45,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,Yes,No,0
298,2017-03-01,,Month-to-month,Yes,Electronic check,100.8,3437.5,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0
299,2016-10-01,,Month-to-month,Yes,Electronic check,74.55,3015.75,DSL,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
300,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,73.6,73.6,Fiber optic,Yes,No,No,No,No,No,Female,0,No,Yes,No,1
301,2018-03-01,,One year,Yes,Bank transfer (automatic),64.9,1509.8,DSL,No,No,No,No,Yes,Yes,Male,0,No,No,No,0
302,2019-06-01,2019-10-01,Month-to-month,Yes,Electronic check,95.45,396.1,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,Yes,1
303,2019-10-01,,Month-to-month,Yes,Electronic check,90.4,356.65,Fiber optic,No,No,Yes,Yes,No,Yes,Male,0,No,No,No,0
304,2014-06-01,,Two year,No,Credit card (automatic),60.3,4109.0,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
305,2016-12-01,,Month-to-month,Yes,Mailed check,81.85,3141.7,Fiber optic,No,Yes,No,No,No,No,Male,0,No,Yes,Yes,0
306,2015-10-01,,Two year,No,Mailed check,24.8,1229.1,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
307,2017-04-01,2019-12-01,Month-to-month,Yes,Electronic check,74.9,2303.35,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes,1
308,2017-09-01,,Two year,No,Mailed check,75.55,2054.4,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
309,2016-12-01,,Month-to-month,No,Electronic check,101.15,3741.85,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,Yes,Yes,Yes,0
310,2016-02-01,,One year,Yes,Credit card (automatic),78.75,3682.45,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,No,Yes,Yes,0
311,2020-01-01,,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
312,2018-04-01,,Month-to-month,Yes,Electronic check,89.05,1886.25,Fiber optic,Yes,No,No,Yes,No,Yes,Female,0,No,No,No,0
313,2016-07-01,,Two year,No,Credit card (automatic),115.05,4895.1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
314,2019-09-01,,Month-to-month,Yes,Electronic check,69.35,341.6,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,No,0
315,2019-05-01,2019-10-01,Month-to-month,Yes,Electronic check,80.6,415.55,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,1
316,2015-11-01,,One year,No,Credit card (automatic),110.05,5686.4,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
317,2014-03-01,,Two year,Yes,Credit card (automatic),19.9,1355.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
318,2016-08-01,2019-10-01,One year,No,Credit card (automatic),80.3,3058.65,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,No,1
319,2017-12-01,2019-12-01,Month-to-month,Yes,Electronic check,93.15,2231.05,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,No,1
320,2017-03-01,,Month-to-month,Yes,Credit card (automatic),91.5,3236.35,Fiber optic,No,No,No,Yes,Yes,No,Male,0,Yes,No,Yes,0
321,2015-05-01,2019-11-01,One year,No,Bank transfer (automatic),82.45,4350.1,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,1,No,No,Yes,1
322,2014-02-01,,Two year,Yes,Electronic check,60.0,4264.0,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
323,2020-01-01,,Month-to-month,Yes,Electronic check,44.8,44.8,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
324,2019-05-01,,One year,No,Mailed check,48.6,422.3,DSL,Yes,No,No,No,No,No,Female,0,Yes,Yes,No,0
325,2014-05-01,,Two year,Yes,Bank transfer (automatic),60.05,4176.7,DSL,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,No,No,0
326,2015-10-01,,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
327,2019-03-01,,Month-to-month,Yes,Electronic check,82.9,880.05,Fiber optic,No,No,No,Yes,Yes,No,Female,1,Yes,No,No,0
328,2019-10-01,2019-12-01,Month-to-month,Yes,Electronic check,70.35,139.05,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,1
329,2017-10-01,,Month-to-month,Yes,Electronic check,35.9,973.65,DSL,No,No,No,No,Yes,No,Female,1,Yes,Yes,No,0
330,2018-09-01,,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,Yes,0
331,2017-03-01,,Two year,Yes,Mailed check,19.85,739.35,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
332,2019-06-01,,One year,Yes,Mailed check,19.2,161.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
333,2016-04-01,,One year,Yes,Credit card (automatic),94.9,4422.95,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,No,No,Yes,0
334,2019-05-01,2019-12-01,Month-to-month,Yes,Electronic check,73.85,511.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
335,2019-10-01,2019-12-01,Month-to-month,No,Mailed check,80.6,155.8,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,Yes,1
336,2014-03-01,2019-11-01,One year,Yes,Bank transfer (automatic),75.8,5293.95,DSL,No,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes,1
337,2016-05-01,2019-12-01,Two year,Yes,Electronic check,104.6,4759.85,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,1
338,2014-06-01,,Two year,Yes,Electronic check,88.15,6148.45,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
339,2017-02-01,,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,No,0
340,2014-09-01,2019-12-01,Month-to-month,Yes,Electronic check,103.4,6603.0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1
341,2017-06-01,,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,DSL,No,Yes,No,Yes,No,No,Female,1,No,No,No,0
342,2014-03-01,,Two year,No,Credit card (automatic),85.75,6223.8,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
343,2014-08-01,,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,DSL,Yes,Yes,Yes,No,No,No,Female,0,Yes,Yes,Yes,0
344,2014-11-01,,One year,No,Mailed check,20.5,1328.15,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
345,2016-09-01,,One year,Yes,Credit card (automatic),20.25,865.0,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
346,2020-01-01,,Month-to-month,Yes,Electronic check,72.1,72.1,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,0
347,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,90.4,168.2,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,No,1
348,2014-04-01,,Two year,No,Bank transfer (automatic),19.45,1303.5,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
349,2018-03-01,,Month-to-month,Yes,Electronic check,44.95,996.85,DSL,No,No,No,No,Yes,Yes,Female,0,No,No,No,0
350,2014-10-01,,One year,No,Bank transfer (automatic),97.0,6430.9,Fiber optic,Yes,Yes,Yes,No,No,Yes,Female,1,Yes,No,No,0
351,2017-01-01,,Two year,Yes,Credit card (automatic),62.8,2278.75,DSL,Yes,No,Yes,Yes,No,No,Male,0,Yes,Yes,Yes,0
352,2018-09-01,,One year,No,Mailed check,44.6,681.4,DSL,No,No,No,No,No,No,Male,0,No,Yes,No,0
353,2019-07-01,,Month-to-month,Yes,Electronic check,89.15,574.35,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,No,0
354,2019-07-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,Yes,Yes,1
355,2018-04-01,2020-01-01,Month-to-month,Yes,Electronic check,41.9,840.1,DSL,Yes,No,No,No,Yes,No,Female,1,No,No,No,1
356,2019-01-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),80.25,846.0,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No,1
357,2018-10-01,,Month-to-month,Yes,Electronic check,54.1,889.0,DSL,Yes,No,No,No,No,No,Female,1,No,No,Yes,0
358,2014-10-01,,Two year,Yes,Electronic check,105.25,6823.4,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
359,2017-10-01,2020-01-01,Month-to-month,No,Credit card (automatic),30.75,805.1,DSL,Yes,No,No,No,No,No,Male,1,Yes,No,No,1
360,2016-08-01,,One year,No,Electronic check,97.1,4016.75,Fiber optic,Yes,No,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
361,2019-09-01,,Month-to-month,No,Mailed check,20.2,83.75,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
362,2016-09-01,,Two year,Yes,Bank transfer (automatic),98.8,3959.15,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,0,No,No,No,0
363,2015-04-01,,One year,No,Credit card (automatic),50.3,2878.55,DSL,No,No,Yes,No,No,No,Male,0,Yes,No,No,0
364,2016-03-01,,Two year,Yes,Mailed check,20.55,945.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
365,2018-08-01,,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,Fiber optic,No,No,No,Yes,No,No,Male,0,No,No,No,0
366,2019-08-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),96.5,492.55,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,1
